Position(mm),Force(kgf),Velocity(mm/s),Time(s)
-0.001,0,0,5.32
-0.001,0,0,0
0,0,0.006,5.32
0,0,0.006,5.32
0.001,0,0.094,5.32
0.001,0,0.094,5.32
0.002,0,0.183,5.32
0.002,0,0.183,5.32
0.004,0,0.317,5.32
0.004,0,0.317,5.32
0.007,0,0.506,5.32
0.007,0,0.506,5.32
0.01,0,0.756,5.32
0.01,0,0.756,5.32
0.015,0,1.056,5.32
0.015,0,1.056,5.32
0.021,0,1.45,5.32
0.021,0,1.45,5.32
0.029,0,1.978,5.32
0.029,0,1.978,5.32
0.039,0,2.639,5.32
0.039,0,2.639,5.32
0.051,0,3.417,5.32
0.051,0,3.417,5.32
0.065,0,4.294,5.32
0.065,0,4.294,5.32
0.081,0,5.244,5.32
0.081,0,5.244,5.32
0.098,0,6.256,5.32
0.098,0,6.256,5.32
0.116,0,7.317,5.32
0.116,0,7.317,5.32
0.137,0,8.422,5.32
0.137,0,8.422,5.32
0.158,0,9.561,5.32
0.158,0,9.561,5.32
0.181,0,10.728,5.32
0.181,0,10.728,5.32
0.206,0,11.922,5.32
0.206,0,11.922,5.32
0.232,0,13.144,5.32
0.232,0,13.144,5.32
0.259,0,14.383,5.32
0.259,0,14.383,5.32
0.288,0,15.644,5.32
0.288,0,15.644,5.32
0.319,0,16.922,5.32
0.319,0,16.922,5.32
0.351,0,18.211,5.32
0.351,0,18.211,5.32
0.384,0,19.517,5.32
0.384,0,19.517,5.32
0.419,0,20.844,5.32
0.419,0,20.844,5.32
0.455,0,22.183,5.32
0.455,0,22.183,5.32
0.493,0,23.533,5.32
0.493,0,23.533,5.32
0.532,0,24.906,5.32
0.532,0,24.906,5.32
0.573,0,26.289,5.32
0.573,0,26.289,5.32
0.615,0,27.683,5.32
0.615,0,27.683,5.32
0.659,0,29.083,5.32
0.659,0,29.083,5.32
0.705,0,30.506,5.32
0.705,0,30.506,5.32
0.752,0,31.933,5.32
0.752,0,31.933,5.32
0.8,0,33.367,5.32
0.8,0,33.367,5.32
0.85,0,34.822,5.32
0.85,0,34.822,5.32
0.902,0,36.289,5.32
0.902,0,36.289,5.32
0.955,0,37.756,5.32
0.955,0,37.756,5.32
1.01,0,39.244,5.32
1.01,0,39.244,5.32
1.067,0,40.733,5.32
1.067,0,40.733,5.32
1.125,0,42.233,5.32
1.125,0,42.233,5.32
1.184,0,43.744,5.32
1.184,0,43.744,5.32
1.245,0,45.25,5.32
1.245,0,45.25,5.32
1.308,0,46.772,5.32
1.308,0,46.772,5.32
1.372,0,48.294,5.32
1.372,0,48.294,5.32
1.438,0,49.828,5.32
1.438,0,49.828,5.32
1.506,0,51.367,5.32
1.506,0,51.367,5.32
1.575,0,52.917,5.32
1.575,0,52.917,5.32
1.646,0,54.478,5.32
1.646,0,54.478,5.32
1.718,0,56.039,5.32
1.718,0,56.039,5.32
1.792,0,57.606,5.32
1.792,0,57.606,5.32
1.868,0,59.183,5.32
1.868,0,59.183,5.32
1.945,0,60.761,5.32
1.945,0,60.761,5.32
2.025,0,62.344,5.32
2.025,0,62.344,5.32
2.105,0,63.928,5.32
2.105,0,63.928,5.32
2.187,0,65.511,5.32
2.187,0,65.511,5.32
2.271,0,67.1,5.32
2.271,0,67.1,5.32
2.356,0,68.689,5.32
2.356,0,68.689,5.32
2.443,0,70.283,5.32
2.443,0,70.283,5.32
2.532,0,71.878,5.32
2.532,0,71.878,5.32
2.622,0,73.461,5.32
2.622,0,73.461,5.32
2.714,0,75.039,5.32
2.714,0,75.039,5.32
2.806,0,76.6,5.32
2.806,0,76.6,5.32
2.9,0,78.117,5.32
2.9,0,78.117,5.32
2.995,0,79.583,5.32
2.995,0,79.583,5.32
3.09,0,80.983,5.32
3.09,0,80.983,5.32
3.186,0,82.3,5.32
3.186,0,82.3,5.32
3.282,0,83.533,5.32
3.282,0,83.533,5.32
3.379,0,84.683,5.32
3.379,0,84.683,5.32
3.475,0,85.75,5.32
3.475,0,85.75,5.32
3.572,0,86.739,5.32
3.572,0,86.739,5.32
3.669,0,87.656,5.32
3.669,0,87.656,5.32
3.766,0,88.5,5.32
3.766,0,88.5,5.32
3.863,0,89.283,5.32
3.863,0,89.283,5.32
3.961,0,90.017,5.32
3.961,0,90.017,5.32
4.058,0,90.689,5.32
4.058,0,90.689,5.32
4.156,0,91.322,5.32
4.156,0,91.322,5.32
4.254,0,91.906,5.32
4.254,0,91.906,5.32
4.352,0,92.444,5.32
4.352,0,92.444,5.32
4.45,0,92.944,5.32
4.45,0,92.944,5.32
4.548,0,93.417,5.32
4.548,0,93.417,5.32
4.647,0,93.861,5.32
4.647,0,93.861,5.32
4.745,0,94.294,5.32
4.745,0,94.294,5.32
4.844,0,94.694,5.32
4.844,0,94.694,5.32
4.943,0,95.061,5.32
4.943,0,95.061,5.32
5.042,0,95.417,5.32
5.042,0,95.417,5.32
5.141,0,95.739,5.32
5.141,0,95.739,5.32
5.24,0,96.044,5.32
5.24,0,96.044,5.32
5.339,0,96.333,5.32
5.339,0,96.333,5.32
5.439,0,96.606,5.32
5.439,0,96.606,5.32
5.538,0,96.867,5.32
5.538,0,96.867,5.32
5.638,0,97.111,5.32
5.638,0,97.111,5.32
5.738,0,97.339,5.32
5.738,0,97.339,5.32
5.837,0,97.561,5.32
5.837,0,97.561,5.32
5.937,0,97.761,5.32
5.937,0,97.761,5.32
6.037,0,97.95,5.32
6.037,0,97.95,5.32
6.137,0,98.133,5.32
6.137,0,98.133,5.32
6.237,0,98.3,5.32
6.237,0,98.3,5.32
6.337,0,98.461,5.32
6.337,0,98.461,5.32
6.437,0,98.611,5.32
6.437,0,98.611,5.32
6.538,0,98.75,5.32
6.538,0,98.75,5.32
6.638,0,98.878,5.32
6.638,0,98.878,5.32
6.738,0,98.994,5.32
6.738,0,98.994,5.32
6.838,0,99.106,5.32
6.838,0,99.106,5.32
6.938,0,99.2,5.32
6.938,0,99.2,5.32
7.039,0,99.289,5.32
7.039,0,99.289,5.32
7.139,0,99.372,5.32
7.139,0,99.372,5.32
7.239,0,99.456,5.32
7.239,0,99.456,5.32
7.339,0,99.533,5.32
7.339,0,99.533,5.32
7.44,0,99.6,5.32
7.44,0,99.6,5.32
7.54,0,99.667,5.32
7.54,0,99.667,5.32
7.64,0,99.722,5.32
7.64,0,99.722,5.32
7.74,0,99.772,5.32
7.74,0,99.772,5.32
7.841,0,99.806,5.32
7.841,0,99.806,5.32
7.94,0,99.817,5.32
7.94,0,99.817,5.32
8.039,0,99.767,5.32
8.039,0,99.767,5.32
8.137,0,99.639,5.32
8.137,0,99.639,5.32
8.234,0,99.394,5.32
8.234,0,99.394,5.32
8.328,0,99.033,5.32
8.328,0,99.033,5.32
8.421,0,98.528,5.32
8.421,0,98.528,5.32
8.511,0,97.856,5.32
8.511,0,97.856,5.32
8.598,0,97.022,5.32
8.598,0,97.022,5.32
8.683,0,96.022,5.32
8.683,0,96.022,5.32
8.765,0,94.856,5.32
8.765,0,94.856,5.32
8.844,0,93.55,5.32
8.844,0,93.55,5.32
8.921,0,92.094,5.32
8.921,0,92.094,5.32
8.994,0,90.511,5.32
8.994,0,90.511,5.32
9.064,0,88.8,5.32
9.064,0,88.8,5.32
9.132,0,86.994,5.32
9.132,0,86.994,5.32
9.196,0,85.078,5.32
9.196,0,85.078,5.32
9.258,0,83.089,5.32
9.258,0,83.089,5.32
9.317,0,81.006,5.32
9.317,0,81.006,5.32
9.373,0,78.872,5.32
9.373,0,78.872,5.32
9.427,0,76.667,5.32
9.427,0,76.667,5.32
9.477,0,74.417,5.32
9.477,0,74.417,5.32
9.525,0,72.106,5.32
9.525,0,72.106,5.32
9.57,0,69.739,5.32
9.57,0,69.739,5.32
9.612,0,67.339,5.32
9.612,0,67.339,5.32
9.651,0,64.894,5.32
9.651,0,64.894,5.32
9.687,0,62.406,5.32
9.687,0,62.406,5.32
9.72,0,59.878,5.32
9.72,0,59.878,5.32
9.75,0,57.317,5.32
9.75,0,57.317,5.32
9.778,0,54.722,5.32
9.778,0,54.722,5.32
9.802,0,52.089,5.32
9.802,0,52.089,5.32
9.823,0,49.439,5.32
9.823,0,49.439,5.32
9.842,0,46.772,5.32
9.842,0,46.772,5.32
9.858,0,44.106,5.32
9.858,0,44.106,5.32
9.872,0,41.472,5.32
9.872,0,41.472,5.32
9.885,0,38.9,5.32
9.885,0,38.9,5.32
9.895,0,36.406,5.32
9.895,0,36.406,5.32
9.905,0,34.022,5.32
9.905,0,34.022,5.32
9.913,0,31.767,5.32
9.913,0,31.767,5.32
9.921,0,29.644,5.32
9.921,0,29.644,5.32
9.929,0,27.678,5.32
9.929,0,27.678,5.32
9.936,0,25.856,5.32
9.936,0,25.856,5.32
9.943,0,24.167,5.32
9.943,0,24.167,5.32
9.95,0,22.6,5.32
9.95,0,22.6,5.32
9.957,0,21.156,5.32
9.957,0,21.156,5.32
9.963,0,19.817,5.32
9.963,0,19.817,5.32
9.969,0,18.578,5.32
9.969,0,18.578,5.32
9.975,0,17.433,5.32
9.975,0,17.433,5.32
9.98,0,16.367,5.32
9.98,0,16.367,5.32
9.985,0,15.378,5.32
9.985,0,15.378,5.32
9.99,0,14.456,5.32
9.99,0,14.456,5.32
9.995,0,13.589,5.32
9.995,0,13.589,5.32
10,0,12.772,5.32
10,0,12.772,5.32
10.004,0,12.006,5.32
10.004,0,12.006,5.32
10.008,0,11.278,5.32
10.008,0,11.278,5.32
10.011,0,10.594,5.32
10.011,0,10.594,5.32
10.014,0,9.939,5.32
10.014,0,9.939,5.32
10.017,0,9.317,5.32
10.017,0,9.317,5.32
10.02,0,8.733,5.32
10.02,0,8.733,5.32
10.022,0,8.172,5.32
10.022,0,8.172,5.32
10.025,0,7.644,5.32
10.025,0,7.644,5.32
10.027,0,7.15,5.32
10.027,0,7.15,5.32
10.029,0,6.672,5.32
10.029,0,6.672,5.32
10.03,0,6.228,5.32
10.03,0,6.228,5.32
10.032,0,5.8,5.32
10.032,0,5.8,5.32
10.033,0,5.4,5.32
10.033,0,5.4,5.32
10.034,0,5.022,5.32
10.034,0,5.022,5.32
10.035,0,4.661,5.32
10.035,0,4.661,5.32
10.036,0,4.322,5.32
10.036,0,4.322,5.32
10.037,0,3.694,5.32
10.037,0,3.694,5.32
10.038,0,3.406,5.32
10.038,0,3.406,5.32
10.039,0,2.206,5.32
10.039,0,2.206,5.32
10.038,0,1.828,5.32
10.038,0,1.828,5.32
10.037,0,0.528,5.32
10.037,0,0.528,5.32
10.036,0,0.194,5.32
10.036,0,0.194,5.32
10.035,0,0.044,5.32
10.035,0,0.044,5.32
10.034,0,-0.039,5.32
10.034,0,-0.039,5.32
10.033,0,-0.106,5.32
10.033,0,-0.106,5.32
10.032,0,-0.156,5.32
10.032,0,-0.156,5.32
10.031,0,-0.183,5.32
10.031,0,-0.183,5.32
10.03,0,-0.206,5.32
10.03,0,-0.206,5.32
10.029,0,-0.228,5.32
10.029,0,-0.228,5.32
10.028,0,-0.244,5.32
10.028,0,-0.244,5.32
10.027,0,-0.261,5.32
10.027,0,-0.261,5.32
10.026,0,-0.283,5.32
10.026,0,-0.283,5.32
10.025,0,-0.311,5.32
10.025,0,-0.311,5.32
10.024,0,-0.333,5.32
10.024,0,-0.333,5.32
10.023,0,-0.367,5.32
10.023,0,-0.367,5.32
10.022,0,-0.394,5.32
10.022,0,-0.394,5.32
10.021,0,-0.417,5.32
10.021,0,-0.417,5.32
10.02,0,-0.439,5.32
10.02,0,-0.439,5.32
10.019,0,-0.456,5.32
10.019,0,-0.456,5.32
10.018,0,-0.467,5.32
10.018,0,-0.467,5.32
10.017,0,-0.472,5.32
10.017,0,-0.472,5.32
10.016,0,-0.478,5.32
10.016,0,-0.478,5.32
10.015,0,-0.478,5.32
10.015,0,-0.478,5.32
10.014,0,-0.472,5.32
10.014,0,-0.472,5.32
10.013,0,-0.461,5.32
10.013,0,-0.461,5.32
10.012,0,-0.444,5.32
10.012,0,-0.444,5.32
10.011,0,-0.428,5.32
10.011,0,-0.428,5.32
10.01,0,-0.411,5.32
10.01,0,-0.411,5.32
10.009,0,-0.378,5.32
10.009,0,-0.378,5.32
10.008,0,-0.35,5.32
10.008,0,-0.35,5.32
10.007,0,-0.317,5.32
10.007,0,-0.317,5.32
10.006,0,-0.278,5.32
10.006,0,-0.278,5.32
10.005,0,-0.239,5.32
10.005,0,-0.239,5.32
10.004,0,-0.2,5.32
10.004,0,-0.2,5.32
10.003,0,-0.156,5.32
10.003,0,-0.156,5.32
10.002,0,-0.117,5.32
10.002,0,-0.117,5.32
10.001,0,-0.078,5.32
10.001,0,-0.078,5.32
10,0,-0.044,5.32
10,0,-0.044,5.32
9.999,0,-0.017,5.32
9.999,0,-0.017,5.32
10,0,0.011,0
10,0,0.011,0
10.001,0,0.083,0
10.001,0,0.083,0
10.002,0,0.172,0
10.002,0,0.172,0
10.004,0,0.311,0.01
10.004,0,0.311,0.01
10.007,0,0.511,0.01
10.007,0,0.511,0.01
10.011,0,0.789,0.01
10.011,0,0.789,0.01
10.017,0,1.161,0.01
10.017,0,1.161,0.01
10.024,0,1.644,0.01
10.024,0,1.644,0.01
10.032,0,2.222,0.01
10.032,0,2.222,0.01
10.043,0,2.883,0.01
10.043,0,2.883,0.01
10.054,0,3.628,0.01
10.054,0,3.628,0.01
10.068,0,4.45,0.01
10.068,0,4.45,0.01
10.083,0,5.333,0.01
10.083,0,5.333,0.01
10.099,0,6.272,0.02
10.099,0,6.272,0.02
10.117,0,7.272,0.02
10.117,0,7.272,0.02
10.136,0,8.317,0.02
10.136,0,8.317,0.02
10.157,0,9.411,0.02
10.157,0,9.411,0.02
10.18,0,10.539,0.02
10.18,0,10.539,0.02
10.204,0,11.706,0.02
10.204,0,11.706,0.02
10.23,0,12.906,0.02
10.23,0,12.906,0.02
10.257,0,14.128,0.02
10.257,0,14.128,0.02
10.285,0,15.383,0.02
10.285,0,15.383,0.02
10.316,0,16.661,0.02
10.316,0,16.661,0.02
10.347,0,17.956,0.03
10.347,0,17.956,0.03
10.38,0,19.272,0.03
10.38,0,19.272,0.03
10.415,0,20.611,0.03
10.415,0,20.611,0.03
10.451,0,21.961,0.03
10.451,0,21.961,0.03
10.489,0,23.322,0.03
10.489,0,23.322,0.03
10.528,0,24.7,0.03
10.528,0,24.7,0.03
10.569,0,26.1,0.03
10.569,0,26.1,0.03
10.611,0,27.506,0.03
10.611,0,27.506,0.03
10.655,0,28.922,0.03
10.655,0,28.922,0.03
10.701,0,30.356,0.03
10.701,0,30.356,0.03
10.748,0,31.8,0.04
10.748,0,31.8,0.04
10.796,0,33.25,0.04
10.796,0,33.25,0.04
10.846,0,34.722,0.04
10.846,0,34.722,0.04
10.898,0,36.206,0.04
10.898,0,36.206,0.04
10.951,0,37.689,0.04
10.951,0,37.689,0.04
11.006,0,39.183,0.04
11.006,0,39.183,0.04
11.063,0,40.683,0.04
11.063,0,40.683,0.04
11.121,0,42.189,0.04
11.121,0,42.189,0.04
11.181,0,43.706,0.04
11.181,0,43.706,0.04
11.242,0,45.217,0.04
11.242,0,45.217,0.04
11.305,0,46.744,0.05
11.305,0,46.744,0.05
11.369,0,48.278,0.05
11.369,0,48.278,0.05
11.435,0,49.817,0.05
11.435,0,49.817,0.05
11.502,0,51.361,0.05
11.502,0,51.361,0.05
11.572,0,52.911,0.05
11.572,0,52.911,0.05
11.642,0,54.467,0.05
11.642,0,54.467,0.05
11.715,0,56.017,0.05
11.715,0,56.017,0.05
11.789,0,57.583,0.05
11.789,0,57.583,0.05
11.864,0,59.144,0.05
11.864,0,59.144,0.05
11.941,0,60.711,0.05
11.941,0,60.711,0.05
12.02,0,62.283,0.06
12.02,0,62.283,0.06
12.101,0,63.861,0.06
12.101,0,63.861,0.06
12.183,0,65.439,0.06
12.183,0,65.439,0.06
12.266,0,67.022,0.06
12.266,0,67.022,0.06
12.352,0,68.611,0.06
12.352,0,68.611,0.06
12.439,0,70.2,0.06
12.439,0,70.2,0.06
12.527,0,71.789,0.06
12.527,0,71.789,0.06
12.617,0,73.378,0.06
12.617,0,73.378,0.06
12.708,0,74.95,0.06
12.708,0,74.95,0.06
12.801,0,76.506,0.06
12.801,0,76.506,0.06
12.895,0,78.028,0.07
12.895,0,78.028,0.07
12.99,0,79.5,0.07
12.99,0,79.5,0.07
13.085,0,80.906,0.07
13.085,0,80.906,0.07
13.181,0,82.228,0.07
13.181,0,82.228,0.07
13.277,0,83.472,0.07
13.277,0,83.472,0.07
13.373,0,84.622,0.07
13.373,0,84.622,0.07
13.47,0,85.694,0.07
13.47,0,85.694,0.07
13.567,0,86.683,0.07
13.567,0,86.683,0.07
13.664,0,87.6,0.07
13.664,0,87.6,0.07
13.761,0,88.45,0.07
13.761,0,88.45,0.07
13.858,0,89.239,0.08
13.858,0,89.239,0.08
13.955,0,89.967,0.08
13.955,0,89.967,0.08
14.053,0,90.639,0.08
14.053,0,90.639,0.08
14.15,0,91.267,0.08
14.15,0,91.267,0.08
14.248,0,91.85,0.08
14.248,0,91.85,0.08
14.346,0,92.383,0.08
14.346,0,92.383,0.08
14.444,0,92.383,0.08
14.444,0,92.383,0.08
14.542,0,93.367,0.08
14.542,0,93.367,0.08
14.641,0,93.817,0.08
14.641,0,93.817,0.08
14.739,0,94.239,0.08
14.739,0,94.239,0.08
14.838,0,94.639,0.09
14.838,0,94.639,0.09
14.937,0,95.017,0.09
14.937,0,95.017,0.09
15.036,0,95.367,0.09
15.036,0,95.367,0.09
15.135,0,95.7,0.09
15.135,0,95.7,0.09
15.234,0,96.017,0.09
15.234,0,96.017,0.09
15.334,0,96.317,0.09
15.334,0,96.317,0.09
15.433,0,96.594,0.09
15.433,0,96.594,0.09
15.533,0,96.867,0.09
15.533,0,96.867,0.09
15.632,0,97.117,0.09
15.632,0,97.117,0.09
15.732,0,97.361,0.09
15.732,0,97.361,0.09
15.832,0,97.589,0.1
15.832,0,97.589,0.1
15.932,0,97.8,0.1
15.932,0,97.8,0.1
16.032,0,98,0.1
16.032,0,98,0.1
16.132,0,98.194,0.1
16.132,0,98.194,0.1
16.233,0,98.372,0.1
16.233,0,98.372,0.1
16.333,0,98.544,0.1
16.333,0,98.544,0.1
16.433,0,98.7,0.1
16.433,0,98.7,0.1
16.533,0,98.839,0.1
16.533,0,98.839,0.1
16.634,0,98.972,0.1
16.634,0,98.972,0.1
16.734,0,99.094,0.1
16.734,0,99.094,0.1
16.834,0,99.2,0.11
16.834,0,99.2,0.11
16.935,0,99.306,0.11
16.935,0,99.306,0.11
17.035,0,99.406,0.11
17.035,0,99.406,0.11
17.136,0,99.5,0.11
17.136,0,99.5,0.11
17.236,0,99.589,0.11
17.236,0,99.589,0.11
17.337,0,99.678,0.11
17.337,0,99.678,0.11
17.437,0,99.75,0.11
17.437,0,99.75,0.11
17.538,0,99.817,0.11
17.538,0,99.817,0.11
17.638,0,99.883,0.11
17.638,0,99.883,0.11
17.739,0,99.939,0.11
17.739,0,99.939,0.11
17.839,0,99.989,0.12
17.839,0,99.989,0.12
17.94,0,100.039,0.12
17.94,0,100.039,0.12
18.04,0,100.089,0.12
18.04,0,100.089,0.12
18.141,0,100.133,0.12
18.141,0,100.133,0.12
18.242,0,100.178,0.12
18.242,0,100.178,0.12
18.342,0,100.206,0.12
18.342,0,100.206,0.12
18.443,0,100.239,0.12
18.443,0,100.239,0.12
18.543,0,100.261,0.12
18.543,0,100.261,0.12
18.644,0,100.283,0.12
18.644,0,100.283,0.12
18.744,0,100.311,0.12
18.744,0,100.311,0.12
18.845,0,100.339,0.13
18.845,0,100.339,0.13
18.945,0,100.361,0.13
18.945,0,100.361,0.13
19.046,0,100.378,0.13
19.046,0,100.378,0.13
19.046,0,100.378,0.13
19.046,0,100.378,0.13
19.146,0,100.389,0.13
19.146,0,100.389,0.13
19.247,0,100.4,0.13
19.247,0,100.4,0.13
19.347,0,100.406,0.13
19.347,0,100.406,0.13
19.448,0,100.417,0.13
19.448,0,100.417,0.13
19.548,0,100.422,0.13
19.548,0,100.422,0.13
19.649,0,100.433,0.13
19.649,0,100.433,0.13
19.749,0,100.439,0.13
19.749,0,100.439,0.13
19.85,0,100.45,0.14
19.85,0,100.45,0.14
19.95,0,100.45,0.14
19.95,0,100.45,0.14
20.051,0,100.45,0.14
20.051,0,100.45,0.14
20.151,0,100.456,0.14
20.151,0,100.456,0.14
20.252,0,100.456,0.14
20.252,0,100.456,0.14
20.352,0,100.456,0.14
20.352,0,100.456,0.14
20.453,0,100.456,0.14
20.453,0,100.456,0.14
20.553,0,100.456,0.14
20.553,0,100.456,0.14
20.654,0,100.461,0.14
20.654,0,100.461,0.14
20.754,0,100.461,0.14
20.754,0,100.461,0.14
20.855,0,100.456,0.15
20.855,0,100.456,0.15
20.955,0,100.456,0.15
20.955,0,100.456,0.15
21.055,0,100.444,0.15
21.055,0,100.444,0.15
21.156,0,100.439,0.15
21.156,0,100.439,0.15
21.256,0,100.433,0.15
21.256,0,100.433,0.15
21.356,0,100.428,0.15
21.356,0,100.428,0.15
21.457,0,100.422,0.15
21.457,0,100.422,0.15
21.557,0,100.411,0.15
21.557,0,100.411,0.15
21.657,0,100.406,0.15
21.657,0,100.406,0.15
21.758,0,100.394,0.15
21.758,0,100.394,0.15
21.858,0,100.383,0.16
21.858,0,100.383,0.16
21.958,0,100.372,0.16
21.958,0,100.372,0.16
22.059,0,100.367,0.16
22.059,0,100.367,0.16
22.159,0,100.361,0.16
22.159,0,100.361,0.16
22.259,0,100.356,0.16
22.259,0,100.356,0.16
22.359,0,100.35,0.16
22.359,0,100.35,0.16
22.46,0,100.344,0.16
22.46,0,100.344,0.16
22.56,0,100.339,0.16
22.56,0,100.339,0.16
22.66,0,100.333,0.16
22.66,0,100.333,0.16
22.761,0,100.328,0.16
22.761,0,100.328,0.16
22.861,0,100.328,0.17
22.861,0,100.328,0.17
22.961,0,100.322,0.17
22.961,0,100.322,0.17
23.061,0,100.322,0.17
23.061,0,100.322,0.17
23.162,0,100.311,0.17
23.162,0,100.311,0.17
23.262,0,100.294,0.17
23.262,0,100.294,0.17
23.362,0,100.272,0.17
23.362,0,100.272,0.17
23.462,0,100.261,0.17
23.462,0,100.261,0.17
23.562,0,100.244,0.17
23.562,0,100.244,0.17
23.662,0,100.228,0.17
23.662,0,100.228,0.17
23.762,0,100.222,0.17
23.762,0,100.222,0.17
23.862,0,100.217,0.18
23.862,0,100.217,0.18
23.963,0,100.211,0.18
23.963,0,100.211,0.18
24.063,0,100.206,0.18
24.063,0,100.206,0.18
24.163,0,100.2,0.18
24.163,0,100.2,0.18
24.263,0,100.2,0.18
24.263,0,100.2,0.18
24.363,0,100.189,0.18
24.363,0,100.189,0.18
24.463,0,100.183,0.18
24.463,0,100.183,0.18
24.564,0,100.189,0.18
24.564,0,100.189,0.18
24.664,0,100.189,0.18
24.664,0,100.189,0.18
24.764,0,100.194,0.18
24.764,0,100.194,0.18
24.864,0,100.2,0.19
24.864,0,100.2,0.19
24.964,0,100.2,0.19
24.964,0,100.2,0.19
25.065,0,100.206,0.19
25.065,0,100.206,0.19
25.165,0,100.206,0.19
25.165,0,100.206,0.19
25.265,0,100.211,0.19
25.265,0,100.211,0.19
25.365,0,100.211,0.19
25.365,0,100.211,0.19
25.466,0,100.206,0.19
25.466,0,100.206,0.19
25.566,0,100.206,0.19
25.566,0,100.206,0.19
25.666,0,100.211,0.19
25.666,0,100.211,0.19
25.766,0,100.211,0.19
25.766,0,100.211,0.19
25.866,0,100.211,0.2
25.866,0,100.211,0.2
25.967,0,100.2,0.2
25.967,0,100.2,0.2
26.067,0,100.2,0.2
26.067,0,100.2,0.2
26.167,0,100.194,0.2
26.167,0,100.194,0.2
26.267,0,100.194,0.2
26.267,0,100.194,0.2
26.367,0,100.194,0.2
26.367,0,100.194,0.2
26.467,0,100.189,0.2
26.467,0,100.189,0.2
26.567,0,100.183,0.2
26.567,0,100.183,0.2
26.668,0,100.178,0.2
26.668,0,100.178,0.2
26.768,0,100.167,0.2
26.768,0,100.167,0.2
26.868,0,100.156,0.21
26.868,0,100.156,0.21
26.968,0,100.144,0.21
26.968,0,100.144,0.21
27.068,0,100.144,0.21
27.068,0,100.144,0.21
27.168,0,100.139,0.21
27.168,0,100.139,0.21
27.268,0,100.133,0.21
27.268,0,100.133,0.21
27.368,0,100.128,0.21
27.368,0,100.128,0.21
27.468,0,100.122,0.21
27.468,0,100.122,0.21
27.568,0,100.122,0.21
27.568,0,100.122,0.21
27.668,0,100.117,0.21
27.668,0,100.117,0.21
27.768,0,100.106,0.21
27.768,0,100.106,0.21
27.868,0,100.094,0.22
27.868,0,100.094,0.22
27.968,0,100.083,0.22
27.968,0,100.083,0.22
28.068,0,100.078,0.22
28.068,0,100.078,0.22
28.168,0,100.072,0.22
28.168,0,100.072,0.22
28.268,0,100.061,0.22
28.268,0,100.061,0.22
28.368,0,100.05,0.22
28.368,0,100.05,0.22
28.468,0,100.039,0.22
28.468,0,100.039,0.22
28.468,0,100.039,0.22
28.468,0,100.039,0.22
28.568,0,100.039,0.22
28.568,0,100.039,0.22
28.668,0,100.033,0.22
28.668,0,100.033,0.22
28.768,0,100.028,0.22
28.768,0,100.028,0.22
28.868,0,100.028,0.23
28.868,0,100.028,0.23
28.968,0,100.028,0.23
28.968,0,100.028,0.23
29.068,0,100.022,0.23
29.068,0,100.022,0.23
29.168,0,100.022,0.23
29.168,0,100.022,0.23
29.268,0,100.028,0.23
29.268,0,100.028,0.23
29.368,0,100.028,0.23
29.368,0,100.028,0.23
29.468,0,100.028,0.23
29.468,0,100.028,0.23
29.568,0,100.028,0.23
29.568,0,100.028,0.23
29.668,0,100.028,0.23
29.668,0,100.028,0.23
29.768,0,100.033,0.23
29.768,0,100.033,0.23
29.868,0,100.033,0.24
29.868,0,100.033,0.24
29.968,0,100.033,0.24
29.968,0,100.033,0.24
30.068,0,100.028,0.24
30.068,0,100.028,0.24
30.168,0,100.022,0.24
30.168,0,100.022,0.24
30.268,0,100.022,0.24
30.268,0,100.022,0.24
30.368,0,100.022,0.24
30.368,0,100.022,0.24
30.468,0,100.022,0.24
30.468,0,100.022,0.24
30.569,0,100.022,0.24
30.569,0,100.022,0.24
30.669,0,100.028,0.24
30.669,0,100.028,0.24
30.769,0,100.028,0.24
30.769,0,100.028,0.24
30.869,0,100.028,0.25
30.869,0,100.028,0.25
30.969,0,100.028,0.25
30.969,0,100.028,0.25
31.069,0,100.028,0.25
31.069,0,100.028,0.25
31.169,0,100.033,0.25
31.169,0,100.033,0.25
31.269,0,100.033,0.25
31.269,0,100.033,0.25
31.369,0,100.044,0.25
31.369,0,100.044,0.25
31.469,0,100.05,0.25
31.469,0,100.05,0.25
31.569,0,100.056,0.25
31.569,0,100.056,0.25
31.669,0,100.067,0.25
31.669,0,100.067,0.25
31.77,0,100.072,0.25
31.77,0,100.072,0.25
31.87,0,100.078,0.26
31.87,0,100.078,0.26
31.97,0,100.089,0.26
31.97,0,100.089,0.26
32.07,0,100.089,0.26
32.07,0,100.089,0.26
32.17,0,100.094,0.26
32.17,0,100.094,0.26
32.27,0,100.1,0.26
32.27,0,100.1,0.26
32.37,0,100.106,0.26
32.37,0,100.106,0.26
32.471,0,100.111,0.26
32.471,0,100.111,0.26
32.571,0,100.111,0.26
32.571,0,100.111,0.26
32.671,0,100.111,0.26
32.671,0,100.111,0.26
32.771,0,100.106,0.26
32.771,0,100.106,0.26
32.871,0,100.106,0.27
32.871,0,100.106,0.27
32.871,0,100.106,0.27
32.871,0,100.106,0.27
32.971,0,100.106,0.27
32.971,0,100.106,0.27
33.071,0,100.106,0.27
33.071,0,100.106,0.27
33.171,0,100.1,0.27
33.171,0,100.1,0.27
33.271,0,100.094,0.27
33.271,0,100.094,0.27
33.371,0,100.078,0.27
